member_id,effective_date,annual_salary
MBR-00322,2005-01-01,159045.43
MBR-00322,2006-01-01,163498.7
MBR-00322,2007-01-01,168076.66
MBR-00322,2008-01-01,172782.81
MBR-00322,2009-01-01,177620.73
MBR-00322,2010-01-01,182594.11
MBR-00322,2011-01-01,187706.75
MBR-00322,2012-01-01,192962.53
MBR-00322,2013-01-01,198365.48
MBR-00322,2014-01-01,203919.72
MBR-00322,2015-01-01,209629.47
MBR-00322,2016-01-01,215499.1
MBR-00322,2017-01-01,221533.07
MBR-00322,2018-01-01,227736.0
MBR-00322,2019-01-01,234112.6
MBR-00322,2020-01-01,240667.76
MBR-00322,2021-01-01,247406.45
MBR-00322,2022-01-01,254333.84
MBR-00322,2023-01-01,261455.18
MBR-00322,2024-01-01,268775.93
MBR-00322,2025-01-01,276301.65
MBR-00322,2026-01-01,284038.1
MBR-00323,2015-01-01,30504.0
MBR-00323,2016-01-01,31358.11
MBR-00323,2017-01-01,32236.14
MBR-00323,2018-01-01,33138.75
MBR-00323,2019-01-01,34066.64
MBR-00323,2020-01-01,35020.5
MBR-00323,2021-01-01,36001.08
MBR-00323,2022-01-01,37009.11
MBR-00323,2023-01-01,38045.36
MBR-00323,2024-01-01,39110.63
MBR-00323,2025-01-01,40205.73
MBR-00323,2026-01-01,41331.49
MBR-00323,2027-01-01,42488.77
MBR-00323,2028-01-01,43678.46
MBR-00323,2029-01-01,44901.45
MBR-00323,2030-01-01,46158.69
MBR-00323,2031-01-01,47451.14
MBR-00323,2032-01-01,48779.77
MBR-00323,2033-01-01,50145.6
MBR-00323,2034-01-01,51549.68
MBR-00323,2035-01-01,52993.07
MBR-00323,2036-01-01,54476.88
MBR-00323,2037-01-01,56002.23
MBR-00323,2038-01-01,57570.29
MBR-00323,2039-01-01,59182.26
MBR-00323,2040-01-01,60839.36
MBR-00323,2041-01-01,62542.87
MBR-00323,2042-01-01,64294.07
MBR-00324,1993-01-01,39098.0
MBR-00324,1994-01-01,40192.74
MBR-00324,1995-01-01,41318.14
MBR-00324,1996-01-01,42475.05
MBR-00324,1997-01-01,43664.35
MBR-00324,1998-01-01,44886.95
MBR-00324,1999-01-01,46143.79
MBR-00324,2000-01-01,47435.81
MBR-00324,2001-01-01,48764.02
MBR-00324,2002-01-01,50129.41
MBR-00324,2003-01-01,51533.03
MBR-00324,2004-01-01,52975.96
MBR-00324,2005-01-01,54459.28
MBR-00324,2006-01-01,55984.14
MBR-00324,2007-01-01,57551.7
MBR-00324,2008-01-01,59163.15
MBR-00324,2009-01-01,60819.71
MBR-00324,2010-01-01,62522.67
MBR-00324,2011-01-01,64273.3
MBR-00324,2012-01-01,66072.95
MBR-00324,2013-01-01,67923.0
MBR-00324,2014-01-01,69824.84
MBR-00324,2015-01-01,71779.94
MBR-00324,2016-01-01,73789.77
MBR-00324,2017-01-01,75855.89
MBR-00324,2018-01-01,77979.85
MBR-00324,2019-01-01,80163.29
MBR-00324,2020-01-01,82407.86
MBR-00324,2021-01-01,84715.28
MBR-00324,2022-01-01,87087.31
MBR-00324,2023-01-01,89525.75
MBR-00324,2024-01-01,92032.47
MBR-00324,2025-01-01,94609.38
MBR-00324,2026-01-01,97258.45
MBR-00325,2001-01-01,34938.0
MBR-00325,2002-01-01,35916.26
MBR-00325,2003-01-01,36921.92
MBR-00325,2004-01-01,37955.73
MBR-00325,2005-01-01,39018.49
MBR-00325,2006-01-01,40111.01
MBR-00325,2007-01-01,41234.12
MBR-00325,2008-01-01,42388.68
MBR-00325,2009-01-01,43575.56
MBR-00325,2010-01-01,44795.67
MBR-00325,2011-01-01,46049.95
MBR-00325,2012-01-01,47339.35
MBR-00325,2013-01-01,48664.85
MBR-00325,2014-01-01,50027.47
MBR-00325,2015-01-01,51428.24
MBR-00325,2016-01-01,52868.23
MBR-00325,2017-01-01,54348.54
MBR-00325,2018-01-01,55870.3
MBR-00325,2019-01-01,57434.67
MBR-00325,2020-01-01,59042.84
MBR-00325,2021-01-01,60696.04
MBR-00325,2022-01-01,62395.53
MBR-00325,2023-01-01,64142.6
MBR-00325,2024-01-01,65938.59
MBR-00325,2025-01-01,67784.87
MBR-00325,2026-01-01,69682.85
MBR-00326,2001-01-01,72248.0
MBR-00326,2002-01-01,74270.94
MBR-00326,2003-01-01,76350.53
MBR-00326,2004-01-01,78488.35
MBR-00326,2005-01-01,80686.02
MBR-00326,2006-01-01,82945.23
MBR-00326,2007-01-01,85267.69
MBR-00326,2008-01-01,87655.19
MBR-00326,2009-01-01,90109.53
MBR-00326,2010-01-01,92632.6
MBR-00326,2011-01-01,95226.31
MBR-00326,2012-01-01,97892.65
MBR-00326,2013-01-01,100633.65
MBR-00326,2014-01-01,103451.39
MBR-00326,2015-01-01,106348.03
MBR-00326,2016-01-01,109325.77
MBR-00326,2017-01-01,112386.89
MBR-00326,2018-01-01,115533.73
MBR-00326,2019-01-01,118768.67
MBR-00326,2020-01-01,122094.19
MBR-00326,2021-01-01,125512.83
MBR-00326,2022-01-01,129027.19
MBR-00326,2023-01-01,132639.95
MBR-00326,2024-01-01,136353.87
MBR-00326,2025-01-01,140171.78
MBR-00326,2026-01-01,144096.59
MBR-00327,2004-01-01,37661.0
MBR-00327,2005-01-01,38715.51
MBR-00327,2006-01-01,39799.54
MBR-00327,2007-01-01,40913.93
MBR-00327,2008-01-01,42059.52
MBR-00327,2009-01-01,43237.19
MBR-00327,2010-01-01,44447.83
MBR-00327,2011-01-01,45692.37
MBR-00327,2012-01-01,46971.75
MBR-00327,2013-01-01,48286.96
MBR-00327,2014-01-01,49639.0
MBR-00327,2015-01-01,51028.89
MBR-00327,2016-01-01,52457.7
MBR-00327,2017-01-01,53926.51
MBR-00327,2018-01-01,55436.46
MBR-00327,2019-01-01,56988.68
MBR-00327,2020-01-01,58584.36
MBR-00327,2021-01-01,60224.72
MBR-00327,2022-01-01,61911.01
MBR-00327,2023-01-01,63644.52
MBR-00327,2024-01-01,65426.57
MBR-00327,2025-01-01,67258.51
MBR-00327,2026-01-01,69141.75
MBR-00327,2027-01-01,71077.72
MBR-00327,2028-01-01,73067.9
MBR-00327,2029-01-01,75113.8
MBR-00327,2030-01-01,77216.98
MBR-00327,2031-01-01,79379.06
MBR-00327,2032-01-01,81601.67
MBR-00327,2033-01-01,83886.52
MBR-00327,2034-01-01,86235.34
MBR-00327,2035-01-01,88649.93
MBR-00327,2036-01-01,91132.13
MBR-00327,2037-01-01,93683.83
MBR-00327,2038-01-01,96306.98
MBR-00327,2039-01-01,99003.57
MBR-00327,2040-01-01,101775.67
MBR-00327,2041-01-01,104625.39
MBR-00327,2042-01-01,107554.9
MBR-00328,1990-01-01,64443.0
MBR-00328,1991-01-01,66247.4
MBR-00328,1992-01-01,68102.33
MBR-00328,1993-01-01,70009.2
MBR-00328,1994-01-01,71969.45
MBR-00328,1995-01-01,73984.6
MBR-00328,1996-01-01,76056.17
MBR-00328,1997-01-01,78185.74
MBR-00328,1998-01-01,80374.94
MBR-00328,1999-01-01,82625.44
MBR-00328,2000-01-01,84938.95
MBR-00328,2001-01-01,87317.24
MBR-00328,2002-01-01,89762.13
MBR-00328,2003-01-01,92275.46
MBR-00328,2004-01-01,94859.18
MBR-00328,2005-01-01,97515.23
MBR-00328,2006-01-01,100245.66
MBR-00328,2007-01-01,103052.54
MBR-00328,2008-01-01,105938.01
MBR-00328,2009-01-01,108904.28
MBR-00328,2010-01-01,111953.59
MBR-00328,2011-01-01,115088.3
MBR-00328,2012-01-01,118310.77
MBR-00328,2013-01-01,121623.47
MBR-00328,2014-01-01,125028.93
MBR-00328,2015-01-01,128529.74
MBR-00328,2016-01-01,132128.57
MBR-00328,2017-01-01,135828.17
MBR-00328,2018-01-01,139631.36
MBR-00328,2019-01-01,143541.04
MBR-00328,2020-01-01,147560.18
MBR-00328,2021-01-01,151691.87
MBR-00328,2022-01-01,155939.24
MBR-00328,2023-01-01,160305.54
MBR-00328,2024-01-01,164794.1
MBR-00328,2025-01-01,169408.33
MBR-00328,2026-01-01,174151.76
MBR-00328,2027-01-01,179028.01
MBR-00328,2028-01-01,184040.8
MBR-00328,2029-01-01,189193.94
MBR-00328,2030-01-01,194491.37
MBR-00328,2031-01-01,199937.13
MBR-00328,2032-01-01,205535.37
MBR-00328,2033-01-01,211290.36
MBR-00329,1992-01-01,34274.0
MBR-00329,1993-01-01,35233.67
MBR-00329,1994-01-01,36220.21
MBR-00329,1995-01-01,37234.38
MBR-00329,1996-01-01,38276.94
MBR-00329,1997-01-01,39348.7
MBR-00329,1998-01-01,40450.46
MBR-00329,1999-01-01,41583.07
MBR-00329,2000-01-01,42747.4
MBR-00329,2001-01-01,43944.33
MBR-00329,2002-01-01,45174.77
MBR-00329,2003-01-01,46439.66
MBR-00329,2004-01-01,47739.97
MBR-00329,2005-01-01,49076.69
MBR-00329,2006-01-01,50450.84
MBR-00329,2007-01-01,51863.46
MBR-00329,2008-01-01,53315.64
MBR-00329,2009-01-01,54808.48
MBR-00329,2010-01-01,56343.12
MBR-00329,2011-01-01,57920.72
MBR-00329,2012-01-01,59542.5
MBR-00329,2013-01-01,61209.69
MBR-00329,2014-01-01,62923.56
MBR-00329,2015-01-01,64685.42
MBR-00329,2016-01-01,66496.62
MBR-00329,2017-01-01,68358.52
MBR-00329,2018-01-01,70272.56
MBR-00329,2019-01-01,72240.19
MBR-00329,2020-01-01,74262.92
MBR-00330,1989-01-01,45788.0
MBR-00330,1990-01-01,47070.06
MBR-00330,1991-01-01,48388.03
MBR-00330,1992-01-01,49742.89
MBR-00330,1993-01-01,51135.69
MBR-00330,1994-01-01,52567.49
MBR-00330,1995-01-01,54039.38
MBR-00330,1996-01-01,55552.48
MBR-00330,1997-01-01,57107.95
MBR-00330,1998-01-01,58706.98
MBR-00330,1999-01-01,60350.77
MBR-00330,2000-01-01,62040.59
MBR-00330,2001-01-01,63777.73
MBR-00330,2002-01-01,65563.51
MBR-00330,2003-01-01,67399.28
MBR-00330,2004-01-01,69286.46
MBR-00330,2005-01-01,71226.48
MBR-00330,2006-01-01,73220.83
MBR-00330,2007-01-01,75271.01
MBR-00330,2008-01-01,77378.6
MBR-00330,2009-01-01,79545.2
MBR-00330,2010-01-01,81772.46
MBR-00330,2011-01-01,84062.09
MBR-00330,2012-01-01,86415.83
MBR-00330,2013-01-01,88835.47
MBR-00330,2014-01-01,91322.87
MBR-00330,2015-01-01,93879.91
MBR-00330,2016-01-01,96508.55
MBR-00330,2017-01-01,99210.78
MBR-00330,2018-01-01,101988.69
MBR-00330,2019-01-01,104844.37
MBR-00330,2020-01-01,107780.01
MBR-00330,2021-01-01,110797.85
MBR-00330,2022-01-01,113900.19
MBR-00330,2023-01-01,117089.4
MBR-00330,2024-01-01,120367.9
MBR-00330,2025-01-01,123738.2
MBR-00330,2026-01-01,127202.87
MBR-00331,1983-01-01,58731.0
MBR-00331,1984-01-01,60375.47
MBR-00331,1985-01-01,62065.98
MBR-00331,1986-01-01,63803.83
MBR-00331,1987-01-01,65590.34
MBR-00331,1988-01-01,67426.87
MBR-00331,1989-01-01,69314.82
MBR-00331,1990-01-01,71255.63
MBR-00331,1991-01-01,73250.79
MBR-00331,1992-01-01,75301.81
MBR-00331,1993-01-01,77410.26
MBR-00331,1994-01-01,79577.75
MBR-00331,1995-01-01,81805.93
MBR-00331,1996-01-01,84096.49
MBR-00331,1997-01-01,86451.19
MBR-00331,1998-01-01,88871.83
MBR-00331,1999-01-01,91360.24
MBR-00331,2000-01-01,93918.33
MBR-00331,2001-01-01,96548.04
MBR-00331,2002-01-01,99251.38
MBR-00331,2003-01-01,102030.42
MBR-00331,2004-01-01,104887.28
MBR-00331,2005-01-01,107824.12
MBR-00331,2006-01-01,110843.19
MBR-00331,2007-01-01,113946.8
MBR-00331,2008-01-01,117137.31
MBR-00331,2009-01-01,120417.16
MBR-00331,2010-01-01,123788.84
MBR-00331,2011-01-01,127254.93
MBR-00331,2012-01-01,130818.06
MBR-00331,2013-01-01,134480.97
MBR-00331,2014-01-01,138246.44
MBR-00331,2015-01-01,142117.34
MBR-00331,2016-01-01,146096.62
MBR-00332,1988-01-01,53457.0
MBR-00332,1989-01-01,54953.8
MBR-00332,1990-01-01,56492.5
MBR-00332,1991-01-01,58074.29
MBR-00332,1992-01-01,59700.37
MBR-00332,1993-01-01,61371.98
MBR-00332,1994-01-01,63090.4
MBR-00332,1995-01-01,64856.93
MBR-00332,1996-01-01,66672.92
MBR-00332,1997-01-01,68539.77
MBR-00332,1998-01-01,70458.88
MBR-00332,1999-01-01,72431.73
MBR-00332,2000-01-01,74459.82
MBR-00332,2001-01-01,76544.69
MBR-00332,2002-01-01,78687.94
MBR-00332,2003-01-01,80891.2
MBR-00332,2004-01-01,83156.16
MBR-00332,2005-01-01,85484.53
MBR-00332,2006-01-01,87878.1
MBR-00332,2007-01-01,90338.68
MBR-00332,2008-01-01,92868.17
MBR-00332,2009-01-01,95468.48
MBR-00332,2010-01-01,98141.59
MBR-00332,2011-01-01,100889.56
MBR-00332,2012-01-01,103714.47
MBR-00332,2013-01-01,106618.47
MBR-00332,2014-01-01,109603.79
MBR-00332,2015-01-01,112672.69
MBR-00332,2016-01-01,115827.53
MBR-00332,2017-01-01,119070.7
MBR-00332,2018-01-01,122404.68
MBR-00332,2019-01-01,125832.01
MBR-00332,2020-01-01,129355.31
MBR-00332,2021-01-01,132977.26
MBR-00332,2022-01-01,136700.62
MBR-00332,2023-01-01,140528.24
MBR-00332,2024-01-01,144463.03
MBR-00332,2025-01-01,148507.99
MBR-00332,2026-01-01,152666.22
MBR-00333,1997-01-01,65592.0
MBR-00333,1998-01-01,67428.58
MBR-00333,1999-01-01,69316.58
MBR-00333,2000-01-01,71257.44
MBR-00333,2001-01-01,73252.65
MBR-00333,2002-01-01,75303.72
MBR-00333,2003-01-01,77412.23
MBR-00333,2004-01-01,79579.77
MBR-00333,2005-01-01,81808.0
MBR-00333,2006-01-01,84098.63
MBR-00333,2007-01-01,86453.39
MBR-00333,2008-01-01,88874.08
MBR-00333,2009-01-01,91362.56
MBR-00333,2010-01-01,93920.71
MBR-00333,2011-01-01,96550.49
MBR-00333,2012-01-01,99253.9
MBR-00333,2013-01-01,102033.01
MBR-00333,2014-01-01,104889.94
MBR-00333,2015-01-01,107826.85
MBR-00333,2016-01-01,110846.01
MBR-00333,2017-01-01,113949.69
MBR-00333,2018-01-01,117140.29
MBR-00333,2019-01-01,120420.21
MBR-00333,2020-01-01,123791.98
MBR-00333,2021-01-01,127258.16
MBR-00333,2022-01-01,130821.38
MBR-00333,2023-01-01,134484.38
MBR-00333,2024-01-01,138249.95
MBR-00333,2025-01-01,142120.94
MBR-00333,2026-01-01,146100.33
MBR-00334,2001-01-01,67501.0
MBR-00334,2002-01-01,69391.03
MBR-00334,2003-01-01,71333.98
MBR-00334,2004-01-01,73331.33
MBR-00334,2005-01-01,75384.61
MBR-00334,2006-01-01,77495.37
MBR-00334,2007-01-01,79665.24
MBR-00334,2008-01-01,81895.87
MBR-00334,2009-01-01,84188.96
MBR-00334,2010-01-01,86546.25
MBR-00334,2011-01-01,88969.54
MBR-00334,2012-01-01,91460.69
MBR-00334,2013-01-01,94021.59
MBR-00334,2014-01-01,96654.19
MBR-00334,2015-01-01,99360.51
MBR-00334,2016-01-01,102142.6
MBR-00334,2017-01-01,105002.6
MBR-00334,2018-01-01,107942.67
MBR-00334,2019-01-01,110965.06
MBR-00334,2020-01-01,114072.09
MBR-00334,2021-01-01,117266.1
MBR-00334,2022-01-01,120549.56
MBR-00334,2023-01-01,123924.94
MBR-00334,2024-01-01,127394.84
MBR-00334,2025-01-01,130961.9
MBR-00334,2026-01-01,134628.83
MBR-00334,2027-01-01,138398.44
MBR-00334,2028-01-01,142273.59
MBR-00334,2029-01-01,146257.25
MBR-00334,2030-01-01,150352.46
MBR-00334,2031-01-01,154562.33
MBR-00334,2032-01-01,158890.07
MBR-00334,2033-01-01,163338.99
MBR-00334,2034-01-01,167912.49
MBR-00334,2035-01-01,172614.04
MBR-00334,2036-01-01,177447.23
MBR-00334,2037-01-01,182415.75
MBR-00335,1986-01-01,58340.0
MBR-00335,1987-01-01,59973.52
MBR-00335,1988-01-01,61652.78
MBR-00335,1989-01-01,63379.06
MBR-00335,1990-01-01,65153.67
MBR-00335,1991-01-01,66977.97
MBR-00335,1992-01-01,68853.36
MBR-00335,1993-01-01,70781.25
MBR-00335,1994-01-01,72763.12
MBR-00335,1995-01-01,74800.49
MBR-00335,1996-01-01,76894.91
MBR-00335,1997-01-01,79047.96
MBR-00335,1998-01-01,81261.31
MBR-00335,1999-01-01,83536.62
MBR-00335,2000-01-01,85875.65
MBR-00335,2001-01-01,88280.17
MBR-00335,2002-01-01,90752.01
MBR-00335,2003-01-01,93293.07
MBR-00335,2004-01-01,95905.27
MBR-00335,2005-01-01,98590.62
MBR-00335,2006-01-01,101351.16
MBR-00335,2007-01-01,104188.99
MBR-00335,2008-01-01,107106.28
MBR-00335,2009-01-01,110105.26
MBR-00335,2010-01-01,113188.21
MBR-00335,2011-01-01,116357.48
MBR-00335,2012-01-01,119615.49
MBR-00335,2013-01-01,122964.72
MBR-00335,2014-01-01,126407.73
MBR-00335,2015-01-01,129947.15
MBR-00335,2016-01-01,133585.67
MBR-00335,2017-01-01,137326.07
MBR-00335,2018-01-01,141171.2
MBR-00335,2019-01-01,145123.99
MBR-00335,2020-01-01,149187.46
MBR-00335,2021-01-01,153364.71
MBR-00335,2022-01-01,157658.92
MBR-00335,2023-01-01,162073.37
MBR-00335,2024-01-01,166611.43
MBR-00335,2025-01-01,171276.55
MBR-00335,2026-01-01,176072.29
MBR-00336,1984-01-01,60916.0
MBR-00336,1985-01-01,62621.65
MBR-00336,1986-01-01,64375.05
MBR-00336,1987-01-01,66177.56
MBR-00336,1988-01-01,68030.53
MBR-00336,1989-01-01,69935.38
MBR-00336,1990-01-01,71893.57
MBR-00336,1991-01-01,73906.59
MBR-00336,1992-01-01,75975.98
MBR-00336,1993-01-01,78103.3
MBR-00336,1994-01-01,80290.2
MBR-00336,1995-01-01,82538.32
MBR-00336,1996-01-01,84849.4
MBR-00336,1997-01-01,87225.18
MBR-00336,1998-01-01,89667.48
MBR-00336,1999-01-01,92178.17
MBR-00336,2000-01-01,94759.16
MBR-00336,2001-01-01,97412.42
MBR-00336,2002-01-01,100139.97
MBR-00336,2003-01-01,102943.89
MBR-00336,2004-01-01,105826.31
MBR-00336,2005-01-01,108789.45
MBR-00336,2006-01-01,111835.56
MBR-00336,2007-01-01,114966.95
MBR-00336,2008-01-01,118186.03
MBR-00336,2009-01-01,121495.23
MBR-00336,2010-01-01,124897.1
MBR-00336,2011-01-01,128394.22
MBR-00336,2012-01-01,131989.26
MBR-00336,2013-01-01,135684.96
MBR-00336,2014-01-01,139484.14
MBR-00336,2015-01-01,143389.69
MBR-00336,2016-01-01,147404.6
MBR-00336,2017-01-01,151531.93
MBR-00336,2018-01-01,155774.83
MBR-00336,2019-01-01,160136.52
MBR-00337,1984-01-01,57271.0
MBR-00337,1985-01-01,58874.59
MBR-00337,1986-01-01,60523.08
MBR-00337,1987-01-01,62217.72
MBR-00337,1988-01-01,63959.82
MBR-00337,1989-01-01,65750.69
MBR-00337,1990-01-01,67591.71
MBR-00337,1991-01-01,69484.28
MBR-00337,1992-01-01,71429.84
MBR-00337,1993-01-01,73429.88
MBR-00337,1994-01-01,75485.91
MBR-00337,1995-01-01,77599.52
MBR-00337,1996-01-01,79772.31
MBR-00337,1997-01-01,82005.93
MBR-00337,1998-01-01,84302.1
MBR-00337,1999-01-01,86662.55
MBR-00337,2000-01-01,89089.11
MBR-00337,2001-01-01,91583.6
MBR-00337,2002-01-01,94147.94
MBR-00337,2003-01-01,96784.08
MBR-00337,2004-01-01,99494.04
MBR-00337,2005-01-01,102279.87
MBR-00337,2006-01-01,105143.71
MBR-00337,2007-01-01,108087.73
MBR-00337,2008-01-01,111114.19
MBR-00337,2009-01-01,114225.39
MBR-00337,2010-01-01,117423.7
MBR-00337,2011-01-01,120711.56
MBR-00337,2012-01-01,124091.48
MBR-00337,2013-01-01,127566.05
MBR-00337,2014-01-01,131137.89
MBR-00337,2015-01-01,134809.76
MBR-00337,2016-01-01,138584.43
MBR-00337,2017-01-01,142464.79
MBR-00337,2018-01-01,146453.81
MBR-00337,2019-01-01,150554.51
MBR-00337,2020-01-01,154770.04
MBR-00338,1986-01-01,43694.0
MBR-00338,1987-01-01,44917.43
MBR-00338,1988-01-01,46175.12
MBR-00338,1989-01-01,47468.02
MBR-00338,1990-01-01,48797.13
MBR-00338,1991-01-01,50163.45
MBR-00338,1992-01-01,51568.02
MBR-00338,1993-01-01,53011.93
MBR-00338,1994-01-01,54496.26
MBR-00338,1995-01-01,56022.16
MBR-00338,1996-01-01,57590.78
MBR-00338,1997-01-01,59203.32
MBR-00338,1998-01-01,60861.01
MBR-00338,1999-01-01,62565.12
MBR-00338,2000-01-01,64316.95
MBR-00338,2001-01-01,66117.82
MBR-00338,2002-01-01,67969.12
MBR-00338,2003-01-01,69872.25
MBR-00338,2004-01-01,71828.68
MBR-00338,2005-01-01,73839.88
MBR-00338,2006-01-01,75907.4
MBR-00338,2007-01-01,78032.8
MBR-00338,2008-01-01,80217.72
MBR-00338,2009-01-01,82463.82
MBR-00338,2010-01-01,84772.81
MBR-00338,2011-01-01,87146.44
MBR-00338,2012-01-01,89586.54
MBR-00338,2013-01-01,92094.97
MBR-00338,2014-01-01,94673.63
MBR-00338,2015-01-01,97324.49
MBR-00338,2016-01-01,100049.57
MBR-00338,2017-01-01,102850.96
MBR-00338,2018-01-01,105730.79
MBR-00338,2019-01-01,108691.25
MBR-00338,2020-01-01,111734.61
MBR-00338,2021-01-01,114863.18
MBR-00338,2022-01-01,118079.34
MBR-00338,2023-01-01,121385.57
MBR-00338,2024-01-01,124784.36
MBR-00338,2025-01-01,128278.32
MBR-00338,2026-01-01,131870.12
MBR-00339,1982-01-01,70510.0
MBR-00339,1983-01-01,72484.28
MBR-00339,1984-01-01,74513.84
MBR-00339,1985-01-01,76600.23
MBR-00339,1986-01-01,78745.03
MBR-00339,1987-01-01,80949.89
MBR-00339,1988-01-01,83216.49
MBR-00339,1989-01-01,85546.55
MBR-00339,1990-01-01,87941.86
MBR-00339,1991-01-01,90404.23
MBR-00339,1992-01-01,92935.55
MBR-00339,1993-01-01,95537.74
MBR-00339,1994-01-01,98212.8
MBR-00339,1995-01-01,100962.76
MBR-00339,1996-01-01,103789.72
MBR-00339,1997-01-01,106695.83
MBR-00339,1998-01-01,109683.31
MBR-00339,1999-01-01,112754.44
MBR-00339,2000-01-01,115911.57
MBR-00339,2001-01-01,119157.09
MBR-00339,2002-01-01,122493.49
MBR-00339,2003-01-01,125923.31
MBR-00339,2004-01-01,129449.16
MBR-00339,2005-01-01,133073.74
MBR-00339,2006-01-01,136799.8
MBR-00339,2007-01-01,140630.2
MBR-00339,2008-01-01,144567.84
MBR-00339,2009-01-01,148615.74
MBR-00339,2010-01-01,152776.98
MBR-00339,2011-01-01,157054.74
MBR-00339,2012-01-01,161452.27
MBR-00339,2013-01-01,165972.93
MBR-00339,2014-01-01,170620.18
MBR-00339,2015-01-01,175397.54
MBR-00339,2016-01-01,180308.67
MBR-00339,2017-01-01,185357.31
MBR-00339,2018-01-01,190547.32
MBR-00339,2019-01-01,195882.64
MBR-00339,2020-01-01,201367.36
MBR-00339,2021-01-01,207005.64
MBR-00339,2022-01-01,212801.8
MBR-00339,2023-01-01,218760.25
MBR-00339,2024-01-01,224885.54
MBR-00339,2025-01-01,231182.33
MBR-00339,2026-01-01,237655.44
MBR-00340,1987-01-01,57984.0
MBR-00340,1988-01-01,59607.55
MBR-00340,1989-01-01,61276.56
MBR-00340,1990-01-01,62992.31
MBR-00340,1991-01-01,64756.09
MBR-00340,1992-01-01,66569.26
MBR-00340,1993-01-01,68433.2
MBR-00340,1994-01-01,70349.33
MBR-00340,1995-01-01,72319.11
MBR-00340,1996-01-01,74344.05
MBR-00340,1997-01-01,76425.68
MBR-00340,1998-01-01,78565.6
MBR-00340,1999-01-01,80765.44
MBR-00340,2000-01-01,83026.87
MBR-00340,2001-01-01,85351.62
MBR-00340,2002-01-01,87741.47
MBR-00340,2003-01-01,90198.23
MBR-00340,2004-01-01,92723.78
MBR-00340,2005-01-01,95320.04
MBR-00340,2006-01-01,97989.01
MBR-00340,2007-01-01,100732.7
MBR-00340,2008-01-01,103553.21
MBR-00340,2009-01-01,106452.7
MBR-00340,2010-01-01,109433.38
MBR-00340,2011-01-01,112497.51
MBR-00340,2012-01-01,115647.44
MBR-00340,2013-01-01,118885.57
MBR-00340,2014-01-01,122214.37
MBR-00340,2015-01-01,125636.37
MBR-00340,2016-01-01,129154.19
MBR-00340,2017-01-01,132770.51
MBR-00340,2018-01-01,136488.08
MBR-00340,2019-01-01,140309.75
MBR-00340,2020-01-01,144238.42
MBR-00340,2021-01-01,148277.1
MBR-00340,2022-01-01,152428.85
MBR-00340,2023-01-01,156696.86
MBR-00340,2024-01-01,161084.37
MBR-00340,2025-01-01,165594.74
MBR-00340,2026-01-01,170231.39
MBR-00341,1996-01-01,61960.0
MBR-00341,1997-01-01,63694.88
MBR-00341,1998-01-01,65478.34
MBR-00341,1999-01-01,67311.73
MBR-00341,2000-01-01,69196.46
MBR-00341,2001-01-01,71133.96
MBR-00341,2002-01-01,73125.71
MBR-00341,2003-01-01,75173.23
MBR-00341,2004-01-01,77278.08
MBR-00341,2005-01-01,79441.87
MBR-00341,2006-01-01,81666.24
MBR-00341,2007-01-01,83952.89
MBR-00341,2008-01-01,86303.57
MBR-00341,2009-01-01,88720.07
MBR-00341,2010-01-01,91204.24
MBR-00341,2011-01-01,93757.96
MBR-00341,2012-01-01,96383.18
MBR-00341,2013-01-01,99081.91
MBR-00341,2014-01-01,101856.2
MBR-00341,2015-01-01,104708.17
MBR-00341,2016-01-01,107640.0
MBR-00341,2017-01-01,110653.92
MBR-00341,2018-01-01,113752.23
MBR-00341,2019-01-01,116937.3
MBR-00341,2020-01-01,120211.54
MBR-00341,2021-01-01,123577.46
MBR-00341,2022-01-01,127037.63
MBR-00341,2023-01-01,130594.69
MBR-00341,2024-01-01,134251.34
MBR-00341,2025-01-01,138010.37
MBR-00341,2026-01-01,141874.66
MBR-00341,2027-01-01,145847.16
MBR-00341,2028-01-01,149930.88
MBR-00341,2029-01-01,154128.94
MBR-00341,2030-01-01,158444.55
MBR-00342,1975-01-01,57924.0
MBR-00342,1976-01-01,59545.87
MBR-00342,1977-01-01,61213.16
MBR-00342,1978-01-01,62927.12
MBR-00342,1979-01-01,64689.08
MBR-00342,1980-01-01,66500.38
MBR-00342,1981-01-01,68362.39
MBR-00342,1982-01-01,70276.54
MBR-00342,1983-01-01,72244.28
MBR-00342,1984-01-01,74267.12
MBR-00342,1985-01-01,76346.6
MBR-00342,1986-01-01,78484.3
MBR-00342,1987-01-01,80681.86
MBR-00342,1988-01-01,82940.96
MBR-00342,1989-01-01,85263.3
MBR-00342,1990-01-01,87650.67
MBR-00342,1991-01-01,90104.89
MBR-00342,1992-01-01,92627.83
MBR-00342,1993-01-01,95221.41
MBR-00342,1994-01-01,97887.61
MBR-00342,1995-01-01,100628.46
MBR-00342,1996-01-01,103446.06
MBR-00342,1997-01-01,106342.55
MBR-00342,1998-01-01,109320.14
MBR-00342,1999-01-01,112381.1
MBR-00342,2000-01-01,115527.78
MBR-00342,2001-01-01,118762.55
MBR-00342,2002-01-01,122087.9
MBR-00342,2003-01-01,125506.37
MBR-00342,2004-01-01,129020.54
MBR-00342,2005-01-01,132633.12
MBR-00342,2006-01-01,136346.85
MBR-00342,2007-01-01,140164.56
MBR-00342,2008-01-01,144089.17
MBR-00342,2009-01-01,148123.66
